title_2023,code,type,employment_base_2023,employment_proj_2023,share_base_2023,share_proj_2023,change_numeric_2023,change_percent_2023,self_employed_2023,openings_2023,median_wage_2023,base_year_2023,projection_year_2023,title_2024,employment_base_2024,employment_proj_2024,share_base_2024,share_proj_2024,change_numeric_2024,change_percent_2024,self_employed_2024,openings_2024,median_wage_2024,base_year_2024,projection_year_2024,_merge,employment_base_delta,employment_proj_delta,share_base_delta,share_proj_delta,change_numeric_delta,change_percent_delta,self_employed_delta,openings_delta,median_wage_delta
"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,7.6,8.2,0.0,0.0,0.5,6.9,,0.7,79160.0,2023,2033,"Electrical and electronics installers and repairers, transportation equipment",7.0,7.4,0.0,0.0,0.4,6.1,,0.6,82730.0,2024,2034,both,-0.5999999999999996,-0.7999999999999989,0.0,0.0,-0.09999999999999998,-0.8000000000000007,,-0.09999999999999998,3570.0
"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,59.8,60.5,0.0,0.0,0.7,1.2,0.4,5.0,66680.0,2023,2033,"Electrical and electronics repairers, commercial and industrial equipment",61.1,60.7,0.0,0.0,-0.5,-0.8,,4.7,71300.0,2024,2034,both,1.3000000000000043,0.20000000000000284,0.0,0.0,-1.2,-2.0,,-0.2999999999999998,4620.0
"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,25.4,25.7,0.0,0.0,0.2,0.8,0.4,2.1,96600.0,2023,2033,"Electrical and electronics repairers, powerhouse, substation, and relay",23.4,24.7,0.0,0.0,1.3,5.5,,2.0,100940.0,2024,2034,both,-2.0,-1.0,0.0,0.0,1.1,4.7,,-0.10000000000000009,4340.0
"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,9.1,7.9,0.0,0.0,-1.2,-13.2,,0.6,45570.0,2023,2033,"Electronic equipment installers and repairers, motor vehicles",10.3,8.9,0.0,0.0,-1.4,-13.6,,0.6,47940.0,2024,2034,both,1.200000000000001,1.0,0.0,0.0,-0.19999999999999996,-0.40000000000000036,,0.0,2370.0
Audiovisual equipment installers and repairers,49-2097,Line item,27.8,28.3,0.0,0.0,0.5,1.9,10.2,2.7,48380.0,2023,2033,Audiovisual equipment installers and repairers,24.6,26.3,0.0,0.0,1.6,6.6,8.4,2.6,50620.0,2024,2034,both,-3.1999999999999993,-2.0,0.0,0.0,1.1,4.699999999999999,-1.799999999999999,-0.10000000000000009,2240.0
Security and fire alarm systems installers,49-2098,Line item,86.0,93.4,0.1,0.1,7.4,8.6,1.7,9.5,56430.0,2023,2033,Security and fire alarm systems installers,85.9,94.9,0.1,0.1,8.9,10.4,5.5,9.4,59300.0,2024,2034,both,-0.09999999999999432,1.5,0.0,0.0,1.5,1.8000000000000007,3.8,-0.09999999999999964,2870.0
Aircraft mechanics and service technicians,49-3011,Line item,141.4,148.7,0.1,0.1,7.3,5.2,0.6,11.5,75020.0,2023,2033,Aircraft mechanics and service technicians,139.4,145.0,0.1,0.1,5.6,4.0,,11.3,78680.0,2024,2034,both,-2.0,-3.6999999999999886,0.0,0.0,-1.7000000000000002,-1.2000000000000002,,-0.1999999999999993,3660.0
Automotive body and related repairers,49-3021,Line item,169.2,171.4,0.1,0.1,2.1,1.3,7.8,13.9,48740.0,2023,2033,Automotive body and related repairers,172.6,175.4,0.1,0.1,2.8,1.6,9.9,14.6,51680.0,2024,2034,both,3.4000000000000057,4.0,0.0,0.0,0.6999999999999997,0.30000000000000004,2.1000000000000005,0.6999999999999993,2940.0
Automotive glass installers and repairers,49-3022,Line item,21.7,22.1,0.0,0.0,0.4,2.0,19.9,1.8,45320.0,2023,2033,Automotive glass installers and repairers,20.4,21.1,0.0,0.0,0.7,3.6,7.2,1.4,47260.0,2024,2034,both,-1.3000000000000007,-1.0,0.0,0.0,0.29999999999999993,1.6,-12.7,-0.40000000000000013,1940.0
Automotive service technicians and mechanics,49-3023,Line item,794.6,815.9,0.5,0.5,21.2,2.7,13.5,67.8,47770.0,2023,2033,Automotive service technicians and mechanics,805.6,839.2,0.5,0.5,33.6,4.2,13.8,70.0,49670.0,2024,2034,both,11.0,23.300000000000068,0.0,0.0,12.400000000000002,1.5,0.3000000000000007,2.200000000000003,1900.0
Bus and truck mechanics and diesel engine specialists,49-3031,Line item,300.2,308.7,0.2,0.2,8.5,2.8,2.9,25.6,58970.0,2023,2033,Bus and truck mechanics and diesel engine specialists,319.9,327.7,0.2,0.2,7.8,2.4,6.8,26.5,60640.0,2024,2034,both,19.69999999999999,19.0,0.0,0.0,-0.7000000000000002,-0.3999999999999999,3.9,0.8999999999999986,1670.0
Farm equipment mechanics and service technicians,49-3041,Line item,48.0,53.5,0.0,0.0,5.5,11.4,5.1,4.6,49210.0,2023,2033,Farm equipment mechanics and service technicians,39.0,43.3,0.0,0.0,4.3,11.0,3.4,3.7,52080.0,2024,2034,both,-9.0,-10.200000000000003,0.0,0.0,-1.2000000000000002,-0.40000000000000036,-1.6999999999999997,-0.8999999999999995,2870.0
"Mobile heavy equipment mechanics, except engines",49-3042,Line item,191.1,207.3,0.1,0.1,16.2,8.5,5.7,17.7,61900.0,2023,2033,"Mobile heavy equipment mechanics, except engines",188.7,199.6,0.1,0.1,10.9,5.8,3.2,16.5,63980.0,2024,2034,both,-2.4000000000000057,-7.700000000000017,0.0,0.0,-5.299999999999999,-2.7,-2.5,-1.1999999999999993,2080.0
Rail car repairers,49-3043,Line item,20.2,21.1,0.0,0.0,0.9,4.4,5.3,1.8,65030.0,2023,2033,Rail car repairers,17.9,18.4,0.0,0.0,0.5,2.8,3.3,1.5,65680.0,2024,2034,both,-2.3000000000000007,-2.700000000000003,0.0,0.0,-0.4,-1.6000000000000005,-2.0,-0.30000000000000004,650.0
Motorboat mechanics and service technicians,49-3051,Line item,26.1,27.8,0.0,0.0,1.8,6.7,9.3,2.9,49990.0,2023,2033,Motorboat mechanics and service technicians,26.2,27.8,0.0,0.0,1.6,6.0,7.9,2.6,54950.0,2024,2034,both,0.09999999999999787,0.0,0.0,0.0,-0.19999999999999996,-0.7000000000000002,-1.4000000000000004,-0.2999999999999998,4960.0
Motorcycle mechanics,49-3052,Line item,16.0,16.4,0.0,0.0,0.4,2.5,9.4,1.7,46270.0,2023,2033,Motorcycle mechanics,14.9,15.7,0.0,0.0,0.8,5.3,8.0,1.5,47200.0,2024,2034,both,-1.0999999999999996,-0.6999999999999993,0.0,0.0,0.4,2.8,-1.4000000000000004,-0.19999999999999996,930.0
Outdoor power equipment and other small engine mechanics,49-3053,Line item,40.0,41.2,0.0,0.0,1.2,2.9,9.0,4.2,44140.0,2023,2033,Outdoor power equipment and other small engine mechanics,36.9,37.8,0.0,0.0,0.9,2.5,7.6,3.5,46560.0,2024,2034,both,-3.1000000000000014,-3.4000000000000057,0.0,0.0,-0.29999999999999993,-0.3999999999999999,-1.4000000000000004,-0.7000000000000002,2420.0
Bicycle repairers,49-3091,Line item,14.5,15.3,0.0,0.0,0.8,5.6,3.1,2.0,38320.0,2023,2033,Bicycle repairers,13.2,12.9,0.0,0.0,-0.3,-2.3,5.0,1.6,40360.0,2024,2034,both,-1.3000000000000007,-2.4000000000000004,0.0,0.0,-1.1,-7.8999999999999995,1.9,-0.3999999999999999,2040.0
Recreational vehicle service technicians,49-3092,Line item,18.4,20.2,0.0,0.0,1.8,9.9,3.0,2.6,47950.0,2023,2033,Recreational vehicle service technicians,19.5,21.7,0.0,0.0,2.2,11.5,5.1,2.8,50540.0,2024,2034,both,1.1000000000000014,1.5,0.0,0.0,0.40000000000000013,1.5999999999999996,2.0999999999999996,0.19999999999999973,2590.0
Tire repairers and changers,49-3093,Line item,107.6,113.3,0.1,0.1,5.7,5.3,3.0,14.5,35790.0,2023,2033,Tire repairers and changers,113.4,119.9,0.1,0.1,6.5,5.7,5.0,15.3,37120.0,2024,2034,both,5.800000000000011,6.6000000000000085,0.0,0.0,0.7999999999999998,0.40000000000000036,2.0,0.8000000000000007,1330.0
Mechanical door repairers,49-9011,Line item,27.7,30.9,0.0,0.0,3.2,11.4,,2.7,48650.0,2023,2033,Mechanical door repairers,28.4,31.7,0.0,0.0,3.2,11.4,,2.7,51050.0,2024,2034,both,0.6999999999999993,0.8000000000000007,0.0,0.0,0.0,0.0,,0.0,2400.0
"Control and valve installers and repairers, except mechanical door",49-9012,Line item,48.8,49.6,0.0,0.0,0.8,1.6,,4.0,70100.0,2023,2033,"Control and valve installers and repairers, except mechanical door",47.7,48.3,0.0,0.0,0.6,1.3,,3.9,74690.0,2024,2034,both,-1.0999999999999943,-1.3000000000000043,0.0,0.0,-0.20000000000000007,-0.30000000000000004,,-0.10000000000000009,4590.0
"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,441.2,481.3,0.3,0.3,40.1,9.1,7.7,42.5,57300.0,2023,2033,"Heating, air conditioning, and refrigeration mechanics and installers",425.2,459.7,0.3,0.3,34.5,8.1,4.8,40.1,59810.0,2024,2034,both,-16.0,-21.600000000000023,0.0,0.0,-5.600000000000001,-1.0,-2.9000000000000004,-2.3999999999999986,2510.0
Home appliance repairers,49-9031,Line item,37.5,37.8,0.0,0.0,0.3,0.8,19.3,3.1,47170.0,2023,2033,Home appliance repairers,37.3,38.3,0.0,0.0,1.0,2.6,14.7,3.1,49410.0,2024,2034,both,-0.20000000000000284,0.5,0.0,0.0,0.7,1.8,-4.600000000000001,0.0,2240.0
Industrial machinery mechanics,49-9041,Line item,429.5,503.3,0.3,0.3,73.8,17.2,1.6,43.5,61420.0,2023,2033,Industrial machinery mechanics,439.6,510.3,0.3,0.3,70.7,16.1,1.7,45.7,63760.0,2024,2034,both,10.100000000000023,7.0,0.0,0.0,-3.0999999999999943,-1.0999999999999979,0.09999999999999987,2.200000000000003,2340.0
"Maintenance workers, machinery",49-9043,Line item,59.0,63.6,0.0,0.0,4.6,7.8,1.3,5.8,57350.0,2023,2033,"Maintenance workers, machinery",57.5,55.9,0.0,0.0,-1.6,-2.8,,4.8,60500.0,2024,2034,both,-1.5,-7.700000000000003,0.0,0.0,-6.199999999999999,-10.6,,-1.0,3150.0
Millwrights,49-9044,Line item,42.3,44.3,0.0,0.0,2.0,4.8,9.3,3.7,62980.0,2023,2033,Millwrights,41.3,41.3,0.0,0.0,0.0,0.0,,3.6,65170.0,2024,2034,both,-1.0,-3.0,0.0,0.0,-2.0,-4.8,,-0.10000000000000009,2190.0
"Refractory materials repairers, except brickmasons",49-9045,Line item,0.6,0.5,0.0,0.0,-0.1,-17.8,,0.0,48410.0,2023,2033,"Refractory materials repairers, except brickmasons",1.1,0.9,0.0,0.0,-0.2,-16.9,,0.1,58540.0,2024,2034,both,0.5000000000000001,0.4,0.0,0.0,-0.1,0.9000000000000021,,0.1,10130.0
Electrical power-line installers and repairers,49-9051,Line item,123.4,132.8,0.1,0.1,9.4,7.6,0.7,10.7,85420.0,2023,2033,Electrical power-line installers and repairers,127.4,135.8,0.1,0.1,8.4,6.6,1.4,10.7,92560.0,2024,2034,both,4.0,3.0,0.0,0.0,-1.0,-1.0,0.7,0.0,7140.0
Telecommunications line installers and repairers,49-9052,Line item,102.2,99.4,0.1,0.1,-2.8,-2.7,2.8,8.8,64640.0,2023,2033,Telecommunications line installers and repairers,99.9,96.8,0.1,0.1,-3.1,-3.1,1.3,8.9,70500.0,2024,2034,both,-2.299999999999997,-2.6000000000000085,0.0,0.0,-0.30000000000000027,-0.3999999999999999,-1.4999999999999998,0.09999999999999964,5860.0
Camera and photographic equipment repairers,49-9061,Line item,2.6,2.2,0.0,0.0,-0.4,-16.9,2.4,0.2,46850.0,2023,2033,Camera and photographic equipment repairers,2.3,1.9,0.0,0.0,-0.3,-15.1,8.7,0.2,49300.0,2024,2034,both,-0.30000000000000027,-0.30000000000000027,0.0,0.0,0.10000000000000003,1.799999999999999,6.299999999999999,0.0,2450.0
Medical equipment repairers,49-9062,Line item,67.0,79.3,0.0,0.0,12.3,18.4,2.6,7.3,60670.0,2023,2033,Medical equipment repairers,68.0,76.8,0.0,0.0,8.8,12.9,9.4,7.3,62630.0,2024,2034,both,1.0,-2.5,0.0,0.0,-3.5,-5.499999999999998,6.800000000000001,0.0,1960.0
Musical instrument repairers and tuners,49-9063,Line item,6.3,6.4,0.0,0.0,0.1,1.5,2.7,0.5,42800.0,2023,2033,Musical instrument repairers and tuners,6.2,6.3,0.0,0.0,0.1,1.4,9.8,0.6,45320.0,2024,2034,both,-0.09999999999999964,-0.10000000000000053,0.0,0.0,0.0,-0.10000000000000009,7.1000000000000005,0.09999999999999998,2520.0
Watch and clock repairers,49-9064,Line item,1.9,1.9,0.0,0.0,0.0,0.0,2.7,0.2,58140.0,2023,2033,Watch and clock repairers,1.4,1.4,0.0,0.0,0.0,-1.1,9.8,0.1,60690.0,2024,2034,both,-0.5,-0.5,0.0,0.0,0.0,-1.1,7.1000000000000005,-0.1,2550.0
"Precision instrument and equipment repairers, all other",49-9069,Line item,10.9,11.2,0.0,0.0,0.4,3.5,2.1,1.0,62040.0,2023,2033,"Precision instrument and equipment repairers, all other",10.8,11.0,0.0,0.0,0.2,2.0,7.7,1.0,67080.0,2024,2034,both,-0.09999999999999964,-0.1999999999999993,0.0,0.0,-0.2,-1.5,5.6,0.0,5040.0
"Maintenance and repair workers, general",49-9071,Line item,1616.5,1698.3,1.0,1.0,81.8,5.1,1.4,157.2,46700.0,2023,2033,"Maintenance and repair workers, general",1629.7,1692.1,1.0,1.0,62.4,3.8,1.1,159.8,48620.0,2024,2034,both,13.200000000000045,-6.2000000000000455,0.0,0.0,-19.4,-1.2999999999999998,-0.2999999999999998,2.6000000000000227,1920.0
Wind turbine service technicians,49-9081,Line item,11.4,18.2,0.0,0.0,6.8,60.1,12.0,2.1,61770.0,2023,2033,Wind turbine service technicians,13.6,20.5,0.0,0.0,6.8,49.9,16.7,2.3,62580.0,2024,2034,both,2.1999999999999993,2.3000000000000007,0.0,0.0,0.0,-10.200000000000003,4.699999999999999,0.19999999999999973,810.0
"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,39.3,39.2,0.0,0.0,-0.1,-0.4,6.7,4.0,44980.0,2023,2033,"Coin, vending, and amusement machine servicers and repairers",32.5,31.6,0.0,0.0,-0.9,-2.9,11.5,3.5,47350.0,2024,2034,both,-6.799999999999997,-7.600000000000001,0.0,0.0,-0.8,-2.5,4.8,-0.5,2370.0
Commercial divers,49-9092,Line item,3.2,3.5,0.0,0.0,0.3,8.3,11.8,0.4,61300.0,2023,2033,Commercial divers,4.2,4.5,0.0,0.0,0.4,8.5,16.6,0.4,61130.0,2024,2034,both,1.0,1.0,0.0,0.0,0.10000000000000003,0.1999999999999993,4.800000000000001,0.0,-170.0
Locksmiths and safe repairers,49-9094,Line item,17.6,15.8,0.0,0.0,-1.7,-9.9,13.2,1.8,48380.0,2023,2033,Locksmiths and safe repairers,18.8,17.2,0.0,0.0,-1.6,-8.3,16.2,1.7,50490.0,2024,2034,both,1.1999999999999993,1.3999999999999986,0.0,0.0,0.09999999999999987,1.5999999999999996,3.0,-0.10000000000000009,2110.0
Manufactured building and mobile home installers,49-9095,Line item,3.3,2.7,0.0,0.0,-0.6,-19.6,12.3,0.2,38980.0,2023,2033,Manufactured building and mobile home installers,3.1,3.3,0.0,0.0,0.2,5.9,17.0,0.3,41080.0,2024,2034,both,-0.19999999999999973,0.5999999999999996,0.0,0.0,0.8,25.5,4.699999999999999,0.09999999999999998,2100.0
Riggers,49-9096,Line item,24.2,25.4,0.0,0.0,1.2,4.9,,2.7,56220.0,2023,2033,Riggers,24.6,25.4,0.0,0.0,0.8,3.2,,2.5,62060.0,2024,2034,both,0.40000000000000213,0.0,0.0,0.0,-0.3999999999999999,-1.7000000000000002,,-0.20000000000000018,5840.0
Signal and track switch repairers,49-9097,Line item,9.3,9.5,0.0,0.0,0.2,2.3,9.6,0.9,82710.0,2023,2033,Signal and track switch repairers,8.7,8.8,0.0,0.0,0.1,1.7,15.3,0.8,83600.0,2024,2034,both,-0.6000000000000014,-0.6999999999999993,0.0,0.0,-0.1,-0.5999999999999999,5.700000000000001,-0.09999999999999998,890.0
"Helpers--installation, maintenance, and repair workers",49-9098,Line item,104.6,109.2,0.1,0.1,4.6,4.4,1.0,11.2,36710.0,2023,2033,"Helpers--installation, maintenance, and repair workers",98.7,101.0,0.1,0.1,2.2,2.3,,11.8,38860.0,2024,2034,both,-5.8999999999999915,-8.200000000000003,0.0,0.0,-2.3999999999999995,-2.1000000000000005,,0.6000000000000014,2150.0
"Installation, maintenance, and repair workers, all other",49-9099,Line item,201.5,208.7,0.1,0.1,7.2,3.6,11.1,20.4,46500.0,2023,2033,"Installation, maintenance, and repair workers, all other",221.2,226.5,0.1,0.1,5.4,2.4,15.4,21.5,48640.0,2024,2034,both,19.69999999999999,17.80000000000001,0.0,0.0,-1.7999999999999998,-1.2000000000000002,4.300000000000001,1.1000000000000014,2140.0
First-line supervisors of production and operating workers,51-1011,Line item,690.9,695.1,0.4,0.4,4.2,0.6,2.0,64.6,65930.0,2023,2033,First-line supervisors of production and operating workers,698.6,706.9,0.4,0.4,8.3,1.2,1.2,67.7,71190.0,2024,2034,both,7.7000000000000455,11.799999999999955,0.0,0.0,4.1000000000000005,0.6,-0.8,3.1000000000000085,5260.0
"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,31.4,26.3,0.0,0.0,-5.2,-16.4,1.4,2.6,61240.0,2023,2033,"Aircraft structure, surfaces, rigging, and systems assemblers",33.6,28.7,0.0,0.0,-4.9,-14.5,0.7,2.8,61680.0,2024,2034,both,2.200000000000003,2.3999999999999986,0.0,0.0,0.2999999999999998,1.8999999999999986,-0.7,0.19999999999999973,440.0
"Coil winders, tapers, and finishers",51-2021,Line item,12.1,10.9,0.0,0.0,-1.1,-9.3,,1.1,44890.0,2023,2033,"Coil winders, tapers, and finishers",12.2,11.5,0.0,0.0,-0.8,-6.3,,1.2,47260.0,2024,2034,both,0.09999999999999964,0.5999999999999996,0.0,0.0,0.30000000000000004,3.000000000000001,,0.09999999999999987,2370.0
"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",51-2028,Line item,271.1,290.6,0.2,0.2,19.5,7.2,0.1,31.5,40490.0,2023,2033,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",261.4,273.3,0.2,0.2,11.9,4.6,,29.6,44040.0,2024,2034,both,-9.700000000000045,-17.30000000000001,0.0,0.0,-7.6,-2.6000000000000005,,-1.8999999999999986,3550.0
Engine and other machine assemblers,51-2031,Line item,49.0,38.6,0.0,0.0,-10.4,-21.3,,3.7,50270.0,2023,2033,Engine and other machine assemblers,38.4,30.3,0.0,0.0,-8.1,-21.1,,2.8,52540.0,2024,2034,both,-10.600000000000001,-8.3,0.0,0.0,2.3000000000000007,0.1999999999999993,,-0.9000000000000004,2270.0
Structural metal fabricators and fitters,51-2041,Line item,59.3,50.3,0.0,0.0,-9.1,-15.3,1.4,4.9,48480.0,2023,2033,Structural metal fabricators and fitters,53.8,45.0,0.0,0.0,-8.8,-16.3,0.8,4.1,49900.0,2024,2034,both,-5.5,-5.299999999999997,0.0,0.0,0.29999999999999893,-1.0,-0.5999999999999999,-0.8000000000000007,1420.0
Fiberglass laminators and fabricators,51-2051,Line item,20.9,21.8,0.0,0.0,1.0,4.6,1.5,2.4,40200.0,2023,2033,Fiberglass laminators and fabricators,18.6,19.4,0.0,0.0,0.8,4.2,0.7,2.1,45760.0,2024,2034,both,-2.299999999999997,-2.400000000000002,0.0,0.0,-0.19999999999999996,-0.39999999999999947,-0.8,-0.2999999999999998,5560.0
Timing device assemblers and adjusters,51-2061,Line item,0.4,0.3,0.0,0.0,-0.1,-16.3,,0.0,48840.0,2023,2033,Timing device assemblers and adjusters,0.2,0.2,0.0,0.0,0.0,-17.5,,0.0,40790.0,2024,2034,both,-0.2,-0.09999999999999998,0.0,0.0,0.1,-1.1999999999999993,,0.0,-8050.0
Miscellaneous assemblers and fabricators,51-2090,Line item,1520.8,1527.9,0.9,0.9,7.0,0.5,1.5,163.7,38920.0,2023,2033,Miscellaneous assemblers and fabricators,1467.1,1465.9,0.9,0.8,-1.3,-0.1,0.7,156.3,42210.0,2024,2034,both,-53.700000000000045,-62.0,0.0,-0.09999999999999998,-8.3,-0.6,-0.8,-7.399999999999977,3290.0
Bakers,51-3011,Line item,243.4,256.1,0.1,0.1,12.7,5.2,8.5,40.4,34950.0,2023,2033,Bakers,249.1,263.2,0.1,0.2,14.0,5.6,6.2,39.9,36650.0,2024,2034,both,5.699999999999989,7.099999999999966,0.0,0.1,1.3000000000000007,0.39999999999999947,-2.3,-0.5,1700.0
Butchers and meat cutters,51-3021,Line item,139.1,136.2,0.1,0.1,-2.9,-2.1,0.9,16.1,37650.0,2023,2033,Butchers and meat cutters,143.1,144.5,0.1,0.1,1.4,1.0,1.8,16.9,38960.0,2024,2034,both,4.0,8.300000000000011,0.0,0.0,4.3,3.1,0.9,0.7999999999999972,1310.0
"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,141.1,147.7,0.1,0.1,6.6,4.7,0.9,17.9,36300.0,2023,2033,"Meat, poultry, and fish cutters and trimmers",146.8,154.9,0.1,0.1,8.1,5.5,1.8,18.4,37700.0,2024,2034,both,5.700000000000017,7.200000000000017,0.0,0.0,1.5,0.7999999999999998,0.9,0.5,1400.0
Slaughterers and meat packers,51-3023,Line item,72.8,73.8,0.0,0.0,1.0,1.4,0.9,8.8,38160.0,2023,2033,Slaughterers and meat packers,69.6,71.2,0.0,0.0,1.5,2.2,1.8,8.4,39790.0,2024,2034,both,-3.200000000000003,-2.5999999999999943,0.0,0.0,0.5,0.8000000000000003,0.9,-0.40000000000000036,1630.0
"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,19.6,20.0,0.0,0.0,0.4,2.2,0.5,2.7,39850.0,2023,2033,"Food and tobacco roasting, baking, and drying machine operators and tenders",20.7,20.8,0.0,0.0,0.1,0.6,8.8,2.4,42730.0,2024,2034,both,1.0999999999999979,0.8000000000000007,0.0,0.0,-0.30000000000000004,-1.6,8.3,-0.30000000000000027,2880.0
Food batchmakers,51-3092,Line item,171.3,186.8,0.1,0.1,15.5,9.1,0.9,26.3,38460.0,2023,2033,Food batchmakers,173.5,185.4,0.1,0.1,11.9,6.9,0.6,24.2,40790.0,2024,2034,both,2.1999999999999886,-1.4000000000000057,0.0,0.0,-3.5999999999999996,-2.1999999999999993,-0.30000000000000004,-2.1000000000000014,2330.0
Food cooking machine operators and tenders,51-3093,Line item,30.7,31.1,0.0,0.0,0.3,1.0,3.2,4.1,38550.0,2023,2033,Food cooking machine operators and tenders,29.7,29.9,0.0,0.0,0.2,0.6,6.2,4.4,40550.0,2024,2034,both,-1.0,-1.2000000000000028,0.0,0.0,-0.09999999999999998,-0.4,3.0,0.3000000000000007,2000.0
"Food processing workers, all other",51-3099,Line item,66.8,69.7,0.0,0.0,2.9,4.4,4.9,6.9,36890.0,2023,2033,"Food processing workers, all other",58.7,61.8,0.0,0.0,3.1,5.3,1.7,6.5,38420.0,2024,2034,both,-8.099999999999994,-7.900000000000006,0.0,0.0,0.20000000000000018,0.8999999999999995,-3.2,-0.40000000000000036,1530.0
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,64.1,65.3,0.0,0.0,1.3,2.0,0.6,6.7,44390.0,2023,2033,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",66.0,66.8,0.0,0.0,0.8,1.2,,6.5,46980.0,2024,2034,both,1.9000000000000057,1.5,0.0,0.0,-0.5,-0.8,,-0.20000000000000018,2590.0
"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,9.3,7.9,0.0,0.0,-1.5,-15.7,0.6,0.7,46990.0,2023,2033,"Forging machine setters, operators, and tenders, metal and plastic",8.8,7.2,0.0,0.0,-1.7,-18.9,,0.6,49240.0,2024,2034,both,-0.5,-0.7000000000000002,0.0,0.0,-0.19999999999999996,-3.1999999999999993,,-0.09999999999999998,2250.0
"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,25.0,23.1,0.0,0.0,-1.9,-7.7,0.6,2.3,47040.0,2023,2033,"Rolling machine setters, operators, and tenders, metal and plastic",22.5,20.6,0.0,0.0,-1.9,-8.3,,1.9,48630.0,2024,2034,both,-2.5,-2.5,0.0,0.0,0.0,-0.6000000000000005,,-0.3999999999999999,1590.0
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,181.3,161.0,0.1,0.1,-20.3,-11.2,,15.1,42400.0,2023,2033,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",174.7,153.6,0.1,0.1,-21.1,-12.1,,14.4,45590.0,2024,2034,both,-6.600000000000023,-7.400000000000006,0.0,0.0,-0.8000000000000007,-0.9000000000000004,,-0.6999999999999993,3190.0
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,5.8,4.7,0.0,0.0,-1.1,-19.2,,0.4,44620.0,2023,2033,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",5.3,4.3,0.0,0.0,-1.0,-19.6,,0.4,46630.0,2024,2034,both,-0.5,-0.40000000000000036,0.0,0.0,0.10000000000000009,-0.40000000000000213,,0.0,2010.0
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,76.3,68.1,0.0,0.0,-8.2,-10.7,0.5,6.5,42610.0,2023,2033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",70.1,61.7,0.0,0.0,-8.4,-12.0,,5.5,45190.0,2024,2034,both,-6.200000000000003,-6.3999999999999915,0.0,0.0,-0.20000000000000107,-1.3000000000000007,,-1.0,2580.0
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,19.7,17.5,0.0,0.0,-2.3,-11.4,,1.7,47110.0,2023,2033,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",18.9,16.4,0.0,0.0,-2.6,-13.6,,1.5,48620.0,2024,2034,both,-0.8000000000000007,-1.1000000000000014,0.0,0.0,-0.30000000000000027,-2.1999999999999993,,-0.19999999999999996,1510.0
"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,14.1,12.3,0.0,0.0,-1.8,-12.9,,1.2,47200.0,2023,2033,"Milling and planing machine setters, operators, and tenders, metal and plastic",13.8,11.8,0.0,0.0,-2.0,-14.4,,1.1,48310.0,2024,2034,both,-0.29999999999999893,-0.5,0.0,0.0,-0.19999999999999996,-1.5,,-0.09999999999999987,1110.0
